PLAYER_ID,PLAYER,TEAM,GP,MIN,PTS,REB,AST,FGM,FGA,FG3M,FG3A,FTM,FTA,Month,Season,USG_Pct,AST_Pct,TS_Pct,PIE,TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,FRONT_CT_TOUCHES,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,Isolation_Freq,Transition_Freq,PnR_Handler_Freq,RollMan_Freq,PostUp_Freq,SpotUp_Freq,Handoff_Freq,Cut_Freq,OffScreen_Freq,Putbacks_Freq,DFG_Rim_Pct,FGM_Pct_UAST,FGM_AST_Pct,Unassisted_FG_Pct,ThreePt_Rate,MPG,Height,Weight,Height_Inches
202695,Kawhi Leonard,LAC,5,32.8,23.8,6.0,3.4,8.6,16.8,2.4,5.4,4.2,4.4,october,2025-26,26.6,16.8,63.5,15.7,49.6,3.7,4.49,30.6,2.2,1.0,1.8,16.5,19.6,25.9,,6.0,12.2,3.4,3.0,7.2,2.8,85.0,55.8,44.2,55.8,32.142857142857146,32.8,6-6,225.0,78
1630560,Cam Thomas,BKN,5,30.3,23.4,1.6,3.2,6.8,17.4,2.2,6.8,7.6,8.8,october,2025-26,32.1,18.2,55.0,10.0,62.2,4.4,4.29,39.4,0.2,0.2,0.0,16.4,12.0,28.1,,,12.0,17.8,,,,68.4,58.8,41.2,58.8,39.08045977011494,30.3,6-3,210.0,75
1628389,Bam Adebayo,MIA,5,33.7,23.0,9.2,2.8,7.8,18.0,2.6,7.2,4.8,5.4,october,2025-26,27.3,11.9,56.4,13.1,53.2,2.3,2.57,31.0,2.2,2.0,4.6,8.0,20.2,,9.1,11.3,30.1,,7.1,2.4,6.5,76.9,20.5,79.5,20.5,40.0,33.7,6-9,255.0,81
1630166,Deni Avdija,POR,6,32.4,22.7,6.0,4.2,7.5,15.3,2.3,6.0,5.3,6.7,october,2025-26,26.8,18.8,62.0,12.0,79.8,3.9,2.93,40.3,0.7,0.7,1.0,14.0,18.1,26.9,,3.1,19.0,4.8,4.0,4.7,1.7,55.6,37.8,62.2,37.8,39.21568627450981,32.4,6-8,228.0,80
1631094,Paolo Banchero,ORL,6,35.4,22.5,9.0,4.0,7.2,16.5,0.8,3.8,7.3,10.3,october,2025-26,27.0,18.8,53.5,13.9,72.0,4.4,3.67,36.7,1.7,2.5,2.3,14.7,19.8,19.4,5.2,9.3,15.4,2.6,4.7,3.6,2.6,50.0,55.8,44.2,55.8,23.030303030303028,35.4,6-10,250.0,82
1630595,Cade Cunningham,DET,5,35.2,22.2,5.6,8.2,7.6,19.2,1.6,6.6,5.4,6.6,october,2025-26,28.7,36.9,50.2,12.5,94.2,7.5,4.8,42.8,0.6,0.6,1.4,11.5,17.5,38.7,,3.5,8.5,8.4,1.6,4.4,1.3,38.1,71.1,28.9,71.1,34.375,35.2,6-6,220.0,78
1630532,Franz Wagner,ORL,6,34.8,22.2,5.5,3.0,8.0,15.2,1.8,4.2,4.3,6.0,october,2025-26,22.3,13.6,62.2,12.2,57.2,2.9,3.02,32.2,2.2,0.8,2.3,7.6,20.4,22.9,2.9,6.9,16.6,3.2,6.7,3.6,4.4,59.3,47.9,52.1,47.9,27.631578947368425,34.8,6-10,220.0,82
1630581,Josh Giddey,CHI,5,32.7,22.0,8.8,8.0,7.6,15.8,2.0,4.4,4.8,6.8,october,2025-26,27.9,36.7,58.5,16.4,93.0,5.8,3.75,39.8,1.0,0.0,3.2,5.0,22.8,38.8,,,16.0,4.5,4.3,,,63.6,42.1,57.9,42.1,27.848101265822784,32.7,6-7,214.0,79
201935,James Harden,LAC,5,33.2,21.8,4.8,9.2,6.6,14.0,2.8,8.2,5.8,6.4,october,2025-26,26.7,38.7,64.8,15.2,82.2,6.9,5.04,34.0,0.4,0.0,0.2,42.5,13.1,25.0,,1.3,7.5,4.6,,,,63.0,72.7,27.3,72.7,58.57142857142856,33.2,6-5,220.0,77
1627742,Brandon Ingram,TOR,6,32.8,21.7,5.7,3.8,8.3,15.7,1.7,4.2,3.3,3.8,october,2025-26,25.7,18.0,62.4,12.3,52.2,2.8,3.23,34.7,0.3,1.0,1.5,13.8,16.6,16.2,,7.7,18.3,5.8,4.3,12.1,2.4,51.9,48.0,52.0,48.0,26.751592356687897,32.8,6-8,190.0,80
202710,Jimmy Butler III,GSW,6,33.3,21.7,5.5,4.5,6.3,12.5,1.5,2.7,7.5,8.3,october,2025-26,23.0,21.8,67.0,15.3,64.5,4.0,3.71,41.3,2.0,2.2,6.5,17.7,17.2,13.1,2.7,6.1,14.0,1.7,12.1,2.4,7.9,80.0,47.4,52.6,47.4,21.6,33.3,6-6,230.0,78
1629008,Michael Porter Jr.,BKN,5,32.0,21.6,6.2,3.2,8.6,17.0,3.2,7.8,1.2,1.8,october,2025-26,25.1,15.1,60.7,12.6,56.6,2.1,2.28,29.0,0.6,0.4,2.8,6.9,13.2,5.7,2.7,2.5,21.5,16.9,8.5,13.1,4.9,63.2,44.2,55.8,44.2,45.88235294117647,32.0,6-10,218.0,82
1641718,Keyonte George,UTA,5,34.2,21.2,3.8,9.2,5.6,13.8,1.6,6.2,8.4,9.0,october,2025-26,25.8,41.4,59.7,14.0,89.2,7.7,5.2,34.2,0.2,0.0,0.6,12.3,14.8,29.3,1.4,,13.8,9.7,4.5,5.8,,88.2,50.0,50.0,50.0,44.927536231884055,34.2,6-4,185.0,76
1642845,VJ Edgecombe,PHI,5,40.1,21.2,5.6,5.4,8.0,16.2,2.8,6.4,2.4,3.0,october,2025-26,19.6,19.9,60.5,11.1,89.8,4.5,3.03,43.2,0.6,0.2,1.4,8.3,20.3,21.9,3.4,,27.2,4.2,3.3,2.5,3.9,68.6,30.0,70.0,30.0,39.50617283950618,40.1,6-4,180.0,76
1629630,Ja Morant,MEM,6,28.6,20.8,3.3,6.7,7.2,17.7,0.8,5.3,5.7,5.8,october,2025-26,30.7,38.5,51.5,14.3,75.8,6.8,5.37,26.0,0.3,0.3,0.8,14.1,19.6,40.4,,,11.0,5.0,2.4,,,47.8,65.1,34.9,65.1,29.943502824858758,28.6,6-2,174.0,74
1630567,Scottie Barnes,TOR,6,33.1,20.8,6.7,4.5,8.0,15.3,2.0,4.0,2.8,4.0,october,2025-26,24.1,20.3,60.9,12.2,68.3,2.9,2.57,35.0,3.8,1.7,6.3,7.9,21.7,13.1,5.7,10.7,19.7,2.2,9.3,1.5,5.0,77.3,31.3,68.8,31.3,26.143790849673206,33.1,6-8,237.0,80
203076,Anthony Davis,DAL,5,29.9,20.8,10.2,2.2,7.8,15.0,0.6,2.2,4.6,6.2,october,2025-26,27.8,14.1,58.7,17.0,66.6,3.1,2.8,42.2,3.0,2.0,7.4,11.5,10.3,5.8,19.3,12.5,9.8,,8.8,,14.5,89.5,51.3,48.7,51.3,14.666666666666666,29.9,6-10,253.0,82
1630552,Jalen Johnson,ATL,5,31.0,20.8,8.2,5.0,8.4,14.6,0.2,2.2,3.8,4.2,october,2025-26,23.9,25.3,63.2,17.3,74.4,3.5,2.82,30.0,3.2,1.0,5.2,7.9,22.5,23.7,2.9,4.5,14.4,7.3,6.8,1.8,4.0,64.0,47.6,52.4,47.6,15.068493150684933,31.0,6-8,219.0,80
203924,Jerami Grant,POR,6,28.2,20.7,3.0,1.2,5.8,11.7,2.5,6.0,6.5,7.3,october,2025-26,22.5,6.6,69.4,12.6,45.7,1.9,2.44,28.5,1.2,0.7,1.5,10.7,16.2,13.9,2.2,2.0,35.4,4.8,4.6,4.2,2.4,64.7,28.6,71.4,28.6,51.28205128205129,28.2,6-7,213.0,79
203999,Nikola Jokić,DEN,5,34.7,20.4,14.4,10.8,7.8,13.2,1.0,4.2,3.8,4.4,october,2025-26,22.0,45.8,67.4,23.6,94.6,4.2,2.67,52.2,9.0,7.4,7.2,5.3,10.1,9.7,13.0,22.8,9.0,,7.3,5.3,9.3,63.3,33.3,66.7,33.3,31.818181818181824,34.7,6-11,284.0,83
1630596,Evan Mobley,CLE,6,34.0,20.2,9.0,4.3,6.8,14.8,1.8,5.8,4.7,6.7,october,2025-26,25.0,20.8,56.8,14.4,76.8,3.5,2.72,39.3,3.2,1.8,5.3,4.7,16.0,9.5,14.3,8.0,17.9,1.6,13.8,2.7,6.5,48.8,34.1,65.9,34.1,39.189189189189186,34.0,6-11,215.0,83
203932,Aaron Gordon,DEN,5,30.2,19.8,5.4,2.0,6.4,11.6,2.4,5.0,4.6,4.6,october,2025-26,21.3,10.2,72.7,16.0,50.6,3.0,3.62,22.0,1.2,0.8,4.0,16.0,13.0,10.4,5.9,11.2,15.4,,13.0,,5.3,50.0,31.3,68.8,31.3,43.10344827586207,30.2,6-8,235.0,80
1629673,Jordan Poole,NOP,5,32.3,19.8,1.8,3.0,6.0,14.8,3.4,8.8,4.4,4.4,october,2025-26,22.4,15.8,59.2,8.4,53.6,3.5,3.86,29.4,0.0,0.0,0.6,7.9,19.9,30.6,,,14.3,12.9,,5.4,,63.2,46.7,53.3,46.7,59.45945945945946,32.3,6-4,194.0,76
202696,Nikola Vučević,CHI,5,32.2,19.8,12.0,4.4,7.6,13.0,2.2,4.4,2.4,3.0,october,2025-26,20.8,20.6,69.1,17.2,73.6,1.6,1.32,54.8,5.4,4.0,6.8,,12.5,,28.8,16.1,15.2,,10.0,3.6,7.6,65.0,10.5,89.5,10.5,33.84615384615385,32.2,6-9,265.0,81
1629628,RJ Barrett,TOR,6,32.0,19.3,4.2,3.0,7.7,13.5,1.8,4.5,2.2,2.7,october,2025-26,21.4,14.0,65.9,11.1,58.3,2.6,2.64,29.7,0.5,0.5,2.3,2.7,28.5,18.0,,2.4,23.8,6.6,7.3,3.4,3.4,54.3,37.0,63.0,37.0,33.33333333333333,32.0,6-6,214.0,78
201942,DeMar DeRozan,SAC,5,36.4,19.0,4.4,5.2,7.2,14.4,0.6,2.0,4.0,5.4,october,2025-26,20.0,21.3,56.6,12.2,45.2,3.0,3.93,30.6,1.2,2.2,0.8,19.9,10.0,17.6,1.7,12.0,19.1,6.1,3.9,4.6,1.7,64.0,55.6,44.4,55.6,13.88888888888889,36.4,6-6,220.0,78
1628969,Mikal Bridges,NYK,5,36.7,19.0,6.2,4.8,7.0,12.4,2.6,5.4,2.4,2.8,october,2025-26,15.4,20.9,69.7,13.4,68.6,3.3,2.86,35.2,1.0,0.0,1.6,2.3,25.3,9.1,3.4,2.3,36.2,6.3,5.0,4.8,2.7,68.0,28.6,71.4,28.6,43.54838709677419,36.7,6-6,209.0,78
1630183,Jaden McDaniels,MIN,5,33.5,18.8,4.4,1.0,7.0,14.4,1.6,4.2,3.2,3.8,october,2025-26,22.6,4.6,58.5,8.8,50.0,1.9,2.23,28.8,0.2,0.0,2.2,2.3,27.6,10.3,,,36.8,5.2,5.0,3.2,3.9,56.4,20.0,80.0,20.0,29.166666666666668,33.5,6-9,185.0,81
1642264,Stephon Castle,SAS,5,31.6,18.8,6.0,5.4,6.2,11.6,1.4,4.2,5.0,8.4,october,2025-26,28.5,28.1,61.5,12.2,74.6,6.4,5.12,26.8,1.2,0.0,1.4,8.4,22.1,28.3,,,20.5,3.7,3.2,2.3,4.0,54.5,54.8,45.2,54.8,36.206896551724135,31.6,6-6,215.0,78
1629012,Collin Sexton,CHA,5,26.5,18.6,2.4,4.6,6.0,10.0,1.8,2.8,4.8,6.0,october,2025-26,22.1,24.5,73.6,12.8,50.0,4.3,5.1,20.4,0.0,0.0,0.2,5.2,21.4,36.3,2.5,,20.6,4.3,2.5,,,55.6,50.0,50.0,50.0,27.999999999999996,26.5,6-3,190.0,75
1642273,Kyshawn George,WAS,5,32.6,18.6,8.8,5.2,6.6,12.4,3.4,6.2,2.0,3.2,october,2025-26,20.5,22.8,67.4,11.7,74.6,4.6,3.71,28.4,0.4,0.0,0.6,6.1,21.1,29.6,,3.4,17.9,7.5,,3.2,2.7,63.2,51.5,48.5,51.5,50.0,32.6,6-8,200.0,80
1631157,Ryan Rollins,MIL,5,31.1,18.6,3.6,5.0,6.6,12.6,2.4,5.4,3.0,3.4,october,2025-26,21.4,21.9,66.0,13.6,71.4,5.6,4.69,29.6,0.4,0.0,0.8,7.3,19.3,39.6,,,18.2,5.3,,,1.8,31.8,66.7,33.3,66.7,42.85714285714286,31.1,6-3,180.0,75
1642349,Ajay Mitchell,OKC,6,27.2,18.5,3.3,2.8,6.8,14.8,1.7,5.0,3.2,3.2,october,2025-26,26.6,18.5,57.0,13.5,52.8,3.9,4.47,26.0,1.3,0.0,2.3,8.9,14.8,36.7,,,22.1,4.8,4.1,,,55.6,43.9,56.1,43.9,33.78378378378378,27.2,6-4,190.0,76
1642259,Alex Sarr,WAS,5,27.3,18.4,8.6,4.0,7.4,13.8,1.2,2.8,2.4,2.8,october,2025-26,26.8,22.5,61.2,14.9,58.6,2.1,2.1,35.0,5.6,1.6,7.2,5.3,10.0,,22.6,8.3,21.6,,15.0,,10.5,54.4,16.2,83.8,16.2,20.289855072463766,27.3,7-0,205.0,84
1628970,Miles Bridges,CHA,5,32.3,18.2,6.6,3.0,6.0,15.2,2.6,7.0,3.6,4.2,october,2025-26,23.0,13.6,53.4,11.1,52.4,1.9,2.22,28.8,0.6,1.0,2.6,9.0,16.5,14.9,7.4,4.9,29.8,7.2,3.2,,2.1,66.7,20.0,80.0,20.0,46.05263157894737,32.3,6-7,225.0,79
201950,Jrue Holiday,POR,6,32.3,18.2,5.0,8.7,6.8,14.2,2.5,6.8,2.0,2.5,october,2025-26,21.7,38.8,59.5,14.6,76.7,4.7,3.67,32.5,2.2,0.3,2.7,10.1,20.5,26.3,,3.6,20.5,,4.3,,,59.1,56.1,43.9,56.1,47.887323943661976,32.3,6-4,220.0,76
1626157,Karl-Anthony Towns,NYK,5,33.4,18.0,12.8,2.4,5.0,13.6,1.6,5.2,6.4,7.2,october,2025-26,24.0,10.3,53.7,11.8,54.6,1.8,2.02,36.2,1.8,1.6,5.0,10.0,15.2,1.6,13.8,11.1,19.9,1.9,5.9,2.3,12.6,57.1,28.0,72.0,28.0,38.235294117647065,33.4,7-0,248.0,84
1629027,Trae Young,WAS,5,27.8,17.8,2.0,7.8,5.2,14.0,1.0,5.2,6.4,7.8,october,2025-26,27.6,38.6,51.1,11.1,63.0,6.0,5.69,19.2,0.2,0.0,0.0,12.0,20.4,39.3,,,8.4,10.5,,,,75.0,73.1,26.9,73.1,37.142857142857146,27.8,6-2,164.0,74
1626162,Kelly Oubre Jr.,PHI,5,39.0,17.6,7.0,1.4,5.8,11.4,2.4,5.4,3.6,4.6,october,2025-26,15.2,5.2,65.6,10.8,63.6,2.3,2.21,37.8,0.0,0.2,2.0,12.1,22.1,7.6,,,29.8,,5.9,,6.6,63.2,27.6,72.4,27.6,47.36842105263158,39.0,6-8,203.0,80
1630228,Jonathan Kuminga,GSW,6,30.8,17.5,7.5,3.5,6.0,10.8,1.5,3.3,4.0,4.8,october,2025-26,21.5,16.4,67.5,12.2,52.8,2.6,2.99,31.8,1.7,0.8,3.2,12.6,17.4,21.1,,6.7,18.1,,9.6,,7.0,80.0,41.7,58.3,41.7,30.555555555555554,30.8,6-7,225.0,79
1629656,Quentin Grimes,PHI,5,31.9,17.4,4.4,3.6,5.2,12.0,3.0,6.8,4.0,5.0,october,2025-26,21.6,16.8,61.3,9.7,68.6,3.2,2.76,35.6,0.8,0.0,0.4,10.4,22.2,10.8,,,37.6,2.4,2.8,6.8,2.0,40.0,15.4,84.6,15.4,56.666666666666664,31.9,6-4,210.0,76
1631101,Shaedon Sharpe,POR,6,27.2,17.3,4.3,1.5,6.0,17.2,2.0,7.5,3.3,3.5,october,2025-26,29.9,8.5,46.3,6.6,51.3,2.5,2.97,29.3,1.0,0.0,1.7,12.3,19.5,31.7,,,16.7,5.1,4.8,2.1,2.8,73.9,30.6,69.4,30.6,43.604651162790695,27.2,6-5,210.0,77
1628991,Jaren Jackson Jr.,MEM,6,27.6,17.2,5.0,1.2,6.2,11.7,1.3,3.7,3.5,4.3,october,2025-26,23.7,6.6,63.2,9.6,43.2,1.5,2.04,27.2,0.8,2.7,2.0,11.1,15.3,2.1,9.7,19.8,26.4,1.5,3.4,,3.9,50.0,27.0,73.0,27.0,31.62393162393163,27.6,6-10,242.0,82
1629638,Nickeil Alexander-Walker,ATL,6,30.4,17.0,2.8,3.2,6.2,14.2,2.0,6.7,2.7,3.2,october,2025-26,23.7,15.0,54.6,10.7,54.8,3.0,3.26,26.5,0.3,0.0,0.8,2.9,27.3,18.8,2.9,,22.7,7.1,2.9,9.1,1.3,69.0,37.8,62.2,37.8,47.183098591549296,30.4,6-5,205.0,77
1630170,Devin Vassell,SAS,5,34.7,16.8,4.6,2.4,6.2,14.2,3.4,8.4,1.0,1.6,october,2025-26,20.0,9.4,56.4,8.9,54.8,2.2,2.43,34.4,0.0,0.0,0.2,2.7,22.2,11.5,,,35.3,10.7,,11.8,,45.5,22.6,77.4,22.6,59.1549295774648,34.7,6-5,200.0,77
1628401,Derrick White,BOS,6,34.4,16.7,3.8,4.3,5.7,17.7,2.7,10.5,2.7,3.0,october,2025-26,24.4,18.6,43.9,8.8,85.7,5.5,3.87,37.8,0.5,0.0,1.2,4.7,10.8,35.1,1.6,,25.9,9.5,1.3,5.1,1.7,59.0,50.0,50.0,50.0,59.32203389830508,34.4,6-4,190.0,76
1628384,OG Anunoby,NYK,5,34.6,16.6,6.4,2.4,5.8,12.8,3.2,8.2,1.8,2.6,october,2025-26,19.0,10.2,59.5,9.6,53.4,1.9,2.17,32.8,1.0,0.0,2.0,5.9,22.4,5.9,3.0,2.8,38.2,4.8,5.3,3.4,4.4,55.6,24.1,75.9,24.1,64.06249999999999,34.6,6-7,240.0,79
203952,Andrew Wiggins,MIA,5,30.4,16.4,4.8,2.0,6.6,12.4,1.4,4.2,1.8,3.2,october,2025-26,20.8,10.0,59.4,9.6,39.0,1.7,2.69,26.2,0.6,1.8,2.0,10.9,22.1,7.6,,6.8,32.5,2.0,3.8,2.5,7.8,77.8,51.5,48.5,51.5,33.87096774193549,30.4,6-6,197.0,78
1628960,Grayson Allen,PHX,6,34.6,16.3,3.7,5.3,5.3,13.3,3.2,9.0,2.5,3.0,october,2025-26,19.3,21.6,55.7,8.6,64.2,3.5,3.28,32.0,0.7,0.0,0.7,2.8,17.5,24.2,4.0,,33.8,5.4,,7.0,,58.8,31.3,68.8,31.3,67.66917293233082,34.6,6-3,198.0,75
1630245,Ayo Dosunmu,CHI,5,26.1,16.2,3.0,3.2,6.0,10.4,2.0,4.2,2.2,2.6,october,2025-26,19.0,18.4,70.2,13.3,47.2,2.6,3.3,28.0,0.0,0.0,1.0,2.2,33.6,20.8,,,31.6,,3.1,,,72.7,36.7,63.3,36.7,40.38461538461539,26.1,6-4,201.0,76
1631170,Jaime Jaquez Jr.,MIA,5,29.2,16.2,6.6,4.6,6.6,10.6,0.4,1.6,2.6,3.0,october,2025-26,19.2,20.2,68.0,15.7,62.0,3.6,3.5,24.4,0.8,0.8,3.4,14.8,29.4,5.3,,5.7,26.6,,5.8,,4.0,78.6,51.5,48.5,51.5,15.094339622641511,29.2,6-6,225.0,78
1630217,Desmond Bane,ORL,6,31.7,16.2,4.7,3.5,6.2,14.5,1.2,4.7,2.7,2.8,october,2025-26,23.0,18.6,51.3,7.4,56.7,3.0,3.18,32.5,0.5,0.0,1.7,7.0,19.3,25.5,,,17.4,7.4,4.1,9.1,3.8,53.8,48.6,51.4,48.6,32.41379310344828,31.7,6-6,215.0,78
1641824,Matas Buzelis,CHI,5,28.3,16.0,3.8,1.4,5.8,11.8,1.6,4.6,2.8,3.4,october,2025-26,21.2,7.2,60.2,7.4,47.0,1.8,2.34,27.6,1.2,0.2,2.6,4.1,27.9,19.6,1.6,,29.8,2.6,6.5,,3.6,67.6,34.5,65.5,34.5,38.983050847457626,28.3,6-8,196.0,80
1628370,Malik Monk,SAC,5,25.2,15.6,1.2,2.4,5.8,10.6,2.6,5.0,1.4,1.6,october,2025-26,20.7,13.8,69.0,12.9,38.6,2.0,3.05,20.4,0.0,0.0,0.8,8.4,22.0,24.1,3.5,,25.5,6.7,,4.6,,90.0,27.6,72.4,27.6,47.16981132075472,25.2,6-3,200.0,75
1629014,Anfernee Simons,BOS,6,28.2,15.5,2.7,1.7,5.7,13.2,3.0,7.5,1.2,1.5,october,2025-26,22.0,9.3,56.1,9.1,45.7,3.3,4.28,22.7,0.2,0.0,0.7,18.2,14.5,28.8,,,19.8,7.2,,4.9,,47.1,64.7,35.3,64.7,56.81818181818182,28.2,6-3,200.0,75
1642907,Cedric Coward,MEM,6,24.7,15.5,4.8,2.2,5.3,9.0,1.8,3.5,3.0,3.3,october,2025-26,18.6,12.5,74.0,14.2,42.8,1.7,2.35,21.7,0.0,0.3,3.8,2.4,27.0,16.5,,,27.2,4.2,4.8,5.2,6.5,40.0,28.1,71.9,28.1,38.88888888888889,24.7,6-5,206.0,77
1629060,Rui Hachimura,LAL,6,36.5,15.3,3.8,1.8,5.8,9.8,1.7,4.0,2.0,2.7,october,2025-26,14.6,7.2,69.7,7.8,41.0,1.4,2.02,23.7,1.3,0.8,2.7,3.7,19.3,,3.1,9.5,40.5,,7.1,4.9,,72.4,22.9,77.1,22.9,40.81632653061224,36.5,6-8,230.0,80
1627826,Ivica Zubac,LAC,5,28.8,15.2,8.6,2.4,6.6,10.2,0.0,0.0,2.0,2.2,october,2025-26,19.3,12.0,68.1,13.4,51.8,1.5,1.76,30.4,5.6,4.8,9.6,,5.5,,18.4,28.3,,,20.1,,20.3,53.8,39.4,60.6,39.4,0.0,28.8,7-0,240.0,84
