PLAYER_ID,PLAYER,TEAM,Season,Month,Archetype,Category,USG_Pct,AST_Pct,ThreePt_Rate,Height_Inches,GP,MPG,PTS
1641767,Ben Sheppard,IND,2024-25,october,Role Player,Role,10.2,6.9,57.89473684210527,78,5,15.3,5.0
1631200,Kris Murray,POR,2024-25,october,3&D Wing,Wing,13.2,9.7,45.0,80,5,16.8,5.0
203486,Mason Plumlee,PHX,2024-25,october,Rim Runner,Big,11.2,5.8,0.0,82,5,17.4,5.0
203914,Gary Harris,ORL,2024-25,october,3&D Wing,Wing,10.7,4.9,86.36363636363636,76,5,17.4,4.8
1631323,Simone Fontecchio,DET,2024-25,october,Movement Shooter,Shooter,13.8,3.1,70.83333333333334,79,5,18.4,4.8
1626192,Pat Connaughton,MIL,2024-25,october,Role Player,Role,15.5,10.0,70.37037037037037,77,5,17.2,4.6
1629611,Terance Mann,ATL,2024-25,october,Role Player,Role,11.0,10.2,28.571428571428577,77,5,23.4,4.4
1628464,Daniel Theis,NOP,2024-25,october,Role Player,Role,13.8,17.7,33.33333333333333,80,5,16.0,4.0
1631108,Max Christie,DAL,2024-25,october,Role Player,Role,11.3,10.0,66.66666666666666,77,5,18.2,3.6
1642262,Cody Williams,UTA,2024-25,october,Role Player,Role,10.5,8.6,70.83333333333334,79,5,22.8,3.4
1629216,Gabe Vincent,LAL,2024-25,october,Movement Shooter,Shooter,11.3,3.1,57.14285714285714,74,5,17.2,3.4
1630191,Isaiah Stewart,DET,2024-25,october,Role Player,Role,9.5,14.5,9.090909090909092,80,5,20.2,3.4
1628436,Luke Kornet,BOS,2024-25,october,Anchor Big,Big,8.5,12.5,0.0,85,5,16.1,3.2
1630230,Naji Marshall,DAL,2024-25,october,Role Player,Role,12.0,19.7,33.33333333333333,78,5,17.9,3.2
201587,Nicolas Batum,LAC,2024-25,october,3&D Wing,Wing,8.2,18.7,78.57142857142858,80,5,19.0,3.2
201988,Patty Mills,LAC,2024-25,october,Role Player,Role,10.5,7.7,76.47058823529413,74,5,15.7,3.2
1630171,Isaac Okoro,CLE,2024-25,october,3&D Wing,Wing,8.8,9.2,30.76923076923077,77,5,17.0,2.6
203507,Giannis Antetokounmpo,MIL,2024-25,november,Versatile Big,Big,36.8,38.4,3.930131004366813,83,12,35.5,34.0
1630163,LaMelo Ball,CHA,2024-25,november,Primary Initiator,Primary,40.1,41.6,51.145038167938935,79,14,34.2,31.8
1628983,Shai Gilgeous-Alexander,OKC,2024-25,november,Primary Initiator,Primary,32.3,31.3,27.093596059113302,78,15,35.1,30.9
1628368,De'Aaron Fox,SAS,2024-25,november,Primary Initiator,Primary,31.2,24.3,30.14354066985646,75,16,38.2,29.3
203999,Nikola Jokić,DEN,2024-25,november,Versatile Big,Big,28.7,43.6,19.895287958115183,83,10,36.7,29.0
1629029,Luka Dončić,LAL,2024-25,november,Primary Initiator,Primary,32.5,34.4,47.19626168224299,78,9,36.3,28.6
1628369,Jayson Tatum,BOS,2024-25,november,Primary Initiator,Primary,30.1,26.5,51.813471502590666,80,14,36.6,28.2
203076,Anthony Davis,DAL,2024-25,november,Anchor Big,Big,29.4,17.5,12.359550561797754,82,13,35.1,27.5
203081,Damian Lillard,MIL,2024-25,november,Primary Initiator,Primary,29.6,37.2,49.206349206349216,74,11,36.7,27.2
1630162,Anthony Edwards,MIN,2024-25,november,Primary Initiator,Primary,29.7,18.6,49.519230769230774,76,15,37.0,27.1
201142,Kevin Durant,PHX,2024-25,november,Anchor Big,Big,29.9,14.5,38.79781420765027,83,7,35.6,26.9
1626157,Karl-Anthony Towns,NYK,2024-25,november,Rim Runner,Big,28.6,16.0,32.06521739130435,84,14,34.4,26.8
1628973,Jalen Brunson,NYK,2024-25,november,Primary Initiator,Primary,28.4,34.6,36.46408839779005,74,15,35.7,26.7
1641705,Victor Wembanyama,SAS,2024-25,november,Stretch Big,Big,32.1,17.1,52.26130653266332,87,11,32.7,25.7
1630532,Franz Wagner,ORL,2024-25,november,Versatile Big,Big,31.6,32.9,31.52709359605911,82,16,34.2,25.4
202681,Kyrie Irving,DAL,2024-25,november,Role Player,Role,25.7,23.2,39.22651933701657,74,14,35.0,24.9
1627759,Jaylen Brown,BOS,2024-25,november,Secondary Ball Handler,Secondary,28.2,19.7,41.530054644808736,78,10,36.7,24.2
1626164,Devin Booker,PHX,2024-25,november,Secondary Ball Handler,Secondary,27.2,31.7,40.32258064516129,78,14,36.9,24.1
1628378,Donovan Mitchell,CLE,2024-25,november,Secondary Ball Handler,Secondary,29.8,17.4,48.46938775510204,75,14,32.2,24.1
1629639,Tyler Herro,MIA,2024-25,november,Movement Shooter,Shooter,26.0,22.6,55.8659217877095,77,13,35.8,24.0
1630560,Cam Thomas,BKN,2024-25,november,Secondary Ball Handler,Secondary,30.7,19.7,43.63636363636364,75,12,32.7,23.6
201939,Stephen Curry,GSW,2024-25,november,Movement Shooter,Shooter,27.7,29.1,59.036144578313255,74,12,30.8,23.5
1628991,Jaren Jackson Jr.,MEM,2024-25,november,Anchor Big,Big,27.9,7.5,35.36585365853659,82,14,29.2,23.2
1630178,Tyrese Maxey,PHI,2024-25,november,Primary Initiator,Primary,28.7,26.3,44.3298969072165,74,8,33.3,23.1
1627742,Brandon Ingram,TOR,2024-25,november,Role Player,Role,32.6,32.1,35.148514851485146,80,11,34.3,23.1
2544,LeBron James,LAL,2024-25,november,Role Player,Role,27.3,45.9,31.976744186046513,81,14,35.6,22.7
1630595,Cade Cunningham,DET,2024-25,november,Primary Initiator,Primary,30.0,40.7,29.7979797979798,78,13,36.0,22.7
1631114,Jalen Williams,OKC,2024-25,november,Secondary Ball Handler,Secondary,26.4,25.2,32.51533742331288,77,15,31.9,22.7
1629628,RJ Barrett,TOR,2024-25,november,Role Player,Role,29.1,29.1,31.382978723404253,78,15,34.7,22.5
201942,DeMar DeRozan,SAC,2024-25,november,Role Player,Role,25.8,17.6,14.204545454545451,78,11,36.1,22.5
1629630,Ja Morant,MEM,2024-25,november,Primary Initiator,Primary,32.1,44.4,18.292682926829272,74,5,27.9,22.4
1626181,Norman Powell,LAC,2024-25,november,Role Player,Role,25.5,13.6,48.026315789473685,76,10,33.5,22.2
1629636,Darius Garland,CLE,2024-25,november,Secondary Ball Handler,Secondary,26.0,30.4,43.125,73,14,31.8,21.7
203897,Zach LaVine,SAC,2024-25,november,Role Player,Role,24.3,19.0,45.28301886792453,77,13,33.4,21.6
1641706,Brandon Miller,CHA,2024-25,november,Movement Shooter,Shooter,27.5,18.4,57.51295336787564,79,15,35.7,21.6
1630567,Scottie Barnes,TOR,2024-25,november,Primary Initiator,Primary,28.2,33.0,43.82022471910112,79,5,33.6,21.4
1630552,Jalen Johnson,ATL,2024-25,november,Secondary Ball Handler,Secondary,21.7,23.6,31.874999999999996,80,15,36.2,21.1
202696,Nikola Vučević,CHI,2024-25,november,Rim Runner,Big,22.3,15.0,32.16783216783216,82,16,31.6,21.1
1627783,Pascal Siakam,IND,2024-25,november,Role Player,Role,22.4,14.9,28.187919463087248,80,15,34.7,21.1
201935,James Harden,LAC,2024-25,november,Secondary Ball Handler,Secondary,27.9,37.5,50.326797385620914,77,16,33.6,20.8
203944,Julius Randle,MIN,2024-25,november,Role Player,Role,26.0,18.8,33.56164383561644,81,15,34.1,20.6
1629673,Jordan Poole,WAS,2024-25,november,Secondary Ball Handler,Secondary,29.1,26.5,45.56962025316456,76,12,30.0,20.5
1629008,Michael Porter Jr.,DEN,2024-25,november,Stretch Big,Big,20.0,12.0,44.078947368421055,82,13,35.5,20.2
202710,Jimmy Butler III,GSW,2024-25,november,Role Player,Role,22.3,22.7,12.06896551724138,79,9,30.9,20.0
1628374,Lauri Markkanen,UTA,2024-25,november,Stretch Big,Big,21.4,10.7,54.07407407407408,84,11,33.1,20.0
1630578,Alperen Sengun,HOU,2024-25,november,Versatile Big,Big,26.4,27.5,9.15032679738562,83,15,30.7,19.9
1628384,OG Anunoby,NYK,2024-25,november,Role Player,Role,20.1,7.8,43.83561643835617,79,15,37.1,19.7
1631097,Bennedict Mathurin,IND,2024-25,november,Secondary Ball Handler,Secondary,22.5,7.8,32.33082706766917,77,15,34.6,19.4
1627734,Domantas Sabonis,SAC,2024-25,november,Versatile Big,Big,20.8,26.6,19.834710743801654,82,14,36.7,19.4
1642272,Jared McCain,PHI,2024-25,november,Role Player,Role,26.2,17.7,51.70068027210885,75,14,29.0,19.1
1629027,Trae Young,ATL,2024-25,november,Secondary Ball Handler,Secondary,24.6,46.1,50.326797385620914,73,15,34.9,19.1
